DEPTH_WMSF,HSGR
195.3768,40.7117
195.5292,39.0063
195.6816,42.4787
195.834,45.9947
195.9864,51.2929
196.1388,52.7488
196.2912,50.638
196.4436,46.7028
196.596,41.5063
196.7484,39.3316
196.9008,38.3863
197.0532,38.4742
197.2056,39.6689
197.358,42.187
197.5104,43.3657
197.6628,43.6218
197.8152,40.4754
197.9676,38.6376
198.12,38.4961
198.2724,38.2085
198.4248,37.8042
198.5772,34.7931
198.7296,35.6732
198.882,36.8055
199.0344,36.481
199.1868,35.1988
199.3392,35.005
199.4916,38.9706
199.644,37.9896
199.7964,38.0244
199.9488,37.2914
200.1012,41.8868
200.2536,46.6784
200.406,46.339
200.5584,46.0492
200.7108,44.2296
200.8632,48.6306
201.0156,47.7093
201.168,44.9228
201.3204,41.0953
201.4728,40.4642
201.6252,42.756
201.7776,43.9938
201.93,43.641
202.0824,42.2036
202.2348,40.1938
202.3872,39.0254
202.5396,38.6487
202.692,39.4964
202.8444,42.5174
202.9968,43.3492
203.1492,42.6975
203.3016,39.644
203.454,37.0085
203.6064,35.4519
203.7588,35.09
203.9112,36.6028
204.0636,40.9169
204.216,42.7522
204.3684,43.2105
204.5208,41.5538
204.6732,40.1332
204.8256,39.344
204.978,37.088
205.1304,36.4547
205.2828,36.6325
205.4352,37.8952
205.5876,38.1387
205.74,36.3183
205.8924,35.6123
206.0448,33.8021
206.1972,32.7963
206.3496,32.635
206.502,33.7671
206.6544,35.8964
206.8068,36.447
206.9592,38.995
207.1116,40.6592
207.264,38.4181
207.4164,35.2806
207.5688,33.1142
207.7212,32.6131
207.8736,34.0024
208.026,33.815
208.1784,35.0838
208.3308,34.6244
208.4832,36.5853
208.6356,37.4355
208.788,38.3279
208.9404,37.427
209.0928,38.5228
209.2452,37.2997
209.3976,34.7088
209.55,33.4188
209.7024,33.5984
209.8548,34.8709
210.0072,35.5928
210.1596,37.0941
210.312,35.8556
210.4644,35.6567
210.6168,36.145
210.7692,38.3831
210.9216,38.0515
211.074,37.8635
211.2264,38.6981
211.3788,39.2152
211.5312,38.8451
211.6836,36.7651
211.836,36.2436
211.9884,35.5533
212.1408,36.1069
212.2932,35.0327
212.4456,35.7212
212.598,36.8741
212.7504,37.0387
212.9028,35.9223
213.0552,34.8163
213.2076,35.586
213.36,36.8377
213.5124,36.9008
213.6648,36.7626
213.8172,36.9636
213.9696,38.6536
214.122,40.4069
214.2744,40.8135
214.4268,39.0588
214.5792,39.0466
214.7316,40.7636
214.884,45.2928
215.0364,48.0773
215.1888,50.4423
215.3412,53.1748
215.4936,52.1101
215.646,53.0757
215.7984,49.0479
215.9508,49.959
216.1032,47.1127
216.2556,46.3802
216.408,47.2105
216.5604,47.1386
216.7128,46.3937
216.8652,43.3688
217.0176,40.7122
217.17,39.0708
217.3224,38.1871
217.4748,37.8515
217.6272,38.4211
217.7796,37.4148
217.932,35.6243
218.0844,34.8592
218.2368,35.1009
218.3892,37.3494
218.5416,38.008
218.694,40.0341
218.8464,40.7261
218.9988,42.7659
219.1512,42.0839
219.3036,41.0876
219.456,38.9311
219.6084,34.4053
219.7608,32.3721
219.9132,31.0962
220.0656,31.835
220.218,31.8125
220.3704,31.1854
220.5228,32.3548
220.6752,32.3112
220.8276,31.6268
220.98,31.1635
221.1324,33.1247
221.2848,35.2999
221.4372,37.0295
221.5896,34.6885
221.742,34.0619
221.8944,34.6364
222.0468,36.349
222.1992,37.8373
222.3516,36.7229
222.504,37.2893
222.6564,35.6339
222.8088,36.9561
222.9612,37.1346
223.1136,37.0788
223.266,32.6994
223.4184,30.7389
223.5708,31.2395
223.7232,35.7397
223.8756,39.9619
224.028,40.8584
224.1804,39.5412
224.3328,37.6975
224.4852,37.272
224.6376,37.834
224.79,37.8334
224.9424,38.7657
225.0948,38.5169
225.2472,36.8543
225.3996,34.8979
225.552,34.0379
225.7044,35.1831
225.8568,39.2765
226.0092,38.3196
226.1616,36.6946
226.314,32.1529
226.4664,30.5452
226.6188,30.6438
226.7712,29.1112
226.9236,30.442
227.076,30.605
227.2284,31.0046
227.3808,33.8806
227.5332,34.2823
227.6856,36.0351
227.838,34.8521
227.9904,34.2519
228.1428,33.9744
228.2952,32.9567
228.4476,32.4015
228.6,32.5973
228.7524,31.6945
228.9048,30.9809
229.0572,30.3276
229.2096,28.7293
229.362,29.6975
229.5144,30.6262
229.6668,32.0328
229.8192,31.3005
229.9716,29.6691
230.124,30.2503
230.2764,29.7685
230.4288,28.4999
230.5812,28.6523
230.7336,28.8916
230.886,30.8801
231.0384,31.9838
231.1908,33.9854
231.3432,33.2057
231.4956,32.2401
231.648,31.0842
231.8004,31.0292
231.9528,31.6313
232.1052,31.5548
232.2576,32.5435
232.41,29.501
232.5624,29.8649
232.7148,29.3858
232.8672,32.4877
233.0196,33.4616
233.172,33.537
233.3244,33.853
233.4768,33.0509
233.6292,33.9603
233.7816,31.8892
233.934,32.5887
234.0864,34.2791
234.2388,35.1929
234.3912,35.8494
234.5436,35.8809
234.696,37.0976
234.8484,37.243
235.0008,36.1092
235.1532,36.3985
235.3056,35.8812
235.458,36.488
235.6104,36.6167
235.7628,36.1483
235.9152,34.4235
236.0676,32.7789
236.22,33.3333
236.3724,34.8806
236.5248,36.9773
236.6772,37.9864
236.8296,39.3237
236.982,38.4642
237.1344,37.785
237.2868,38.9437
237.4392,40.5325
237.5916,41.118
237.744,38.8982
237.8964,36.7483
238.0488,38.1727
238.2012,40.268
238.3536,44.6221
238.506,44.4377
238.6584,44.8702
238.8108,44.178
238.9632,44.675
239.1156,43.5962
239.268,42.2972
239.4204,40.1485
239.5728,37.9801
239.7252,35.8962
239.8776,36.6574
240.03,37.9652
240.1824,41.3064
240.3348,42.3153
240.4872,42.8292
240.6396,42.8418
240.792,41.1749
240.9444,40.9839
241.0968,42.655
241.2492,43.9703
241.4016,46.2262
241.554,44.2489
241.7064,45.7452
241.8588,46.7346
242.0112,48.4883
242.1636,46.9724
242.316,44.2999
242.4684,43.5144
242.6208,46.8869
242.7732,48.236
242.9256,48.9751
243.078,46.2509
243.2304,46.0526
243.3828,42.2007
243.5352,39.4681
243.6876,36.2989
243.84,35.1131
243.9924,33.2927
244.1448,33.4782
244.2972,35.6399
244.4496,37.3573
244.602,35.9033
244.7544,33.8115
244.9068,34.2272
245.0592,36.7788
245.2116,37.6394
245.364,39.3069
245.5164,40.6305
245.6688,43.0057
245.8212,44.8409
245.9736,44.5233
246.126,44.6308
246.2784,43.6947
246.4308,43.4748
246.5832,41.6339
246.7356,39.9911
246.888,37.2966
247.0404,37.1991
247.1928,38.0955
247.3452,43.1842
247.4976,45.7635
247.65,44.971
247.8024,43.925
247.9548,42.7694
248.1072,42.2909
248.2596,39.4988
248.412,36.0702
248.5644,33.8633
248.7168,32.9388
248.8692,32.8929
249.0216,35.8926
249.174,38.7789
249.3264,41.5911
249.4788,37.6076
249.6312,33.5616
249.7836,30.5709
249.936,31.8109
250.0884,36.2679
250.2408,39.3044
250.3932,40.7926
250.5456,37.0218
250.698,34.0465
250.8504,31.603
251.0028,30.09
251.1552,29.6928
251.3076,28.5526
251.46,28.0251
251.6124,27.0893
251.7648,29.5602
251.9172,29.9423
252.0696,30.7946
252.222,30.2463
252.3744,30.012
252.5268,29.5124
252.6792,26.6911
252.8316,28.1107
252.984,28.172
253.1364,29.4629
253.2888,29.227
253.4412,27.8251
253.5936,28.5308
253.746,28.4116
253.8984,31.6495
254.0508,32.6767
254.2032,33.8117
254.3556,33.2204
254.508,33.6246
254.6604,34.6312
254.8128,38.2095
254.9652,40.0271
255.1176,41.1712
255.27,38.5583
255.4224,38.2933
255.5748,37.3635
255.7272,37.5101
255.8796,35.9548
256.032,35.3514
256.1844,37.201
256.3368,37.3648
256.4892,37.3681
256.6416,37.1857
256.794,39.0346
256.9464,41.4135
257.0988,40.4648
257.2512,39.2818
257.4036,36.6545
257.556,34.3636
257.7084,35.2341
257.8608,33.4133
258.0132,32.0449
258.1656,29.5356
258.318,30.3214
258.4704,31.226
258.6228,32.2456
258.7752,34.2488
258.9276,36.8404
259.08,37.7842
259.2324,39.8154
259.3848,40.4913
259.5372,41.5032
259.6896,39.3842
259.842,38.7797
259.9944,39.9161
260.1468,38.5382
260.2992,37.7832
260.4516,34.6054
260.604,34.2522
260.7564,36.0617
260.9088,36.8068
261.0612,37.6169
261.2136,36.7585
261.366,36.1753
261.5184,38.4533
261.6708,38.5409
261.8232,38.8405
261.9756,34.9815
262.128,32.3598
262.2804,31.3241
262.4328,32.6963
262.5852,34.0343
262.7376,35.9029
262.89,36.9649
263.0424,37.1401
263.1948,35.8515
263.3472,33.6045
263.4996,31.3572
263.652,28.9904
263.8044,28.5735
263.9568,30.3699
264.1092,34.5903
264.2616,36.6655
264.414,36.813
264.5664,36.3348
264.7188,35.695
264.8712,35.19
265.0236,31.8741
265.176,31.5195
265.3284,32.7797
265.4808,37.4626
265.6332,40.4898
265.7856,43.2385
265.938,43.1878
266.0904,44.1264
266.2428,44.1422
266.3952,44.3547
266.5476,43.5717
266.7,40.9623
266.8524,40.3726
267.0048,40.004
267.1572,38.2169
267.3096,32.0953
267.462,26.9269
267.6144,26.1696
267.7668,28.3121
267.9192,27.8463
268.0716,28.756
268.224,29.3925
268.3764,31.4511
268.5288,30.6723
268.6812,30.88
268.8336,31.6194
268.986,33.8565
269.1384,35.5956
269.2908,39.6087
269.4432,42.1239
269.5956,47.4536
269.748,47.8103
269.9004,45.7803
270.0528,41.0969
270.2052,39.0667
270.3576,40.1299
270.51,40.2658
270.6624,43.3065
270.8148,45.117
270.9672,47.2664
271.1196,47.8624
271.272,48.6921
271.4244,49.4735
271.5768,48.2911
271.7292,50.0447
271.8816,49.2568
272.034,48.3528
272.1864,44.2584
272.3388,42.839
272.4912,42.6664
272.6436,43.4354
272.796,44.998
272.9484,44.9058
273.1008,46.2321
273.2532,47.6341
273.4056,51.4942
273.558,50.9884
273.7104,51.8552
273.8628,48.1284
274.0152,48.0269
274.1676,42.874
274.32,40.1514
274.4724,37.4299
274.6248,39.4553
274.7772,40.8782
274.9296,41.6737
275.082,42.4851
275.2344,43.3787
275.3868,44.7071
275.5392,42.2964
275.6916,40.7826
275.844,38.6936
275.9964,37.652
276.1488,35.3928
276.3012,35.3822
276.4536,37.9839
276.606,39.8385
276.7584,39.9395
276.9108,40.4063
277.0632,40.4383
277.2156,41.2356
277.368,40.73
277.5204,42.2268
277.6728,42.5712
277.8252,41.5006
277.9776,39.9896
278.13,39.5516
278.2824,41.6238
278.4348,43.2876
278.5872,46.0182
278.7396,47.1012
278.892,50.72
279.0444,48.8459
279.1968,50.6394
279.3492,47.9629
279.5016,51.2262
279.654,47.9218
279.8064,48.7993
279.9588,45.6491
280.1112,43.8951
280.2636,40.2775
280.416,38.3604
280.5684,38.1318
280.7208,38.067
280.8732,38.8277
281.0256,38.1818
281.178,38.1248
281.3304,35.3831
281.4828,32.9428
281.6352,33.5473
281.7876,34.7243
281.94,36.671
282.0924,34.5627
282.2448,33.4939
282.3972,31.8123
282.5496,32.2085
282.702,31.9762
282.8544,32.2664
283.0068,30.9877
283.1592,32.1274
283.3116,33.4767
283.464,36.3304
283.6164,36.5925
283.7688,36.2407
283.9212,35.3119
284.0736,35.8392
284.226,35.5443
284.3784,36.2857
284.5308,36.2321
284.6832,37.177
284.8356,37.5406
284.988,36.6743
285.1404,36.3788
285.2928,36.1532
285.4452,37.9599
285.5976,39.0894
285.75,38.4979
285.9024,37.524
286.0548,37.9433
286.2072,39.0583
286.3596,39.0838
286.512,37.1219
286.6644,36.8844
286.8168,36.8462
286.9692,37.3493
287.1216,37.4743
287.274,37.825
287.4264,37.8928
287.5788,36.26
287.7312,35.3981
287.8836,36.3824
288.036,38.8977
288.1884,40.7177
288.3408,41.2744
288.4932,41.7611
288.6456,42.3733
288.798,41.2648
288.9504,41.7032
289.1028,42.6275
289.2552,45.4515
289.4076,45.8688
289.56,43.924
289.7124,42.9079
289.8648,40.8963
290.0172,41.3791
290.1696,38.6499
290.322,37.2215
290.4744,36.1322
290.6268,35.2419
290.7792,36.4979
290.9316,35.4264
291.084,37.3174
291.2364,35.9817
291.3888,39.0159
291.5412,39.3871
291.6936,39.0561
291.846,37.5818
291.9984,36.7371
292.1508,38.6498
292.3032,37.7602
292.4556,39.8144
292.608,39.4738
292.7604,41.7135
292.9128,41.3075
293.0652,42.0457
293.2176,41.0128
293.37,42.1054
293.5224,41.4024
293.6748,39.6972
293.8272,36.5982
293.9796,35.5348
294.132,36.0811
294.2844,37.36
294.4368,38.3301
294.5892,38.44
294.7416,36.4935
294.894,35.8511
295.0464,35.1617
295.1988,36.3688
295.3512,35.1988
295.5036,35.5392
295.656,36.4179
295.8084,34.1741
295.9608,32.5035
296.1132,29.9322
296.2656,32.8234
296.418,34.2985
296.5704,35.7532
296.7228,36.471
296.8752,35.8362
297.0276,36.0875
297.18,36.1163
297.3324,38.5357
297.4848,38.8889
297.6372,39.16
297.7896,39.9729
297.942,41.0414
298.0944,42.0793
298.2468,39.0222
298.3992,36.9117
298.5516,35.2918
298.704,35.7758
298.8564,35.1615
299.0088,33.8029
299.1612,33.1696
299.3136,34.5698
299.466,35.1913
299.6184,34.1626
299.7708,32.0787
299.9232,29.6157
300.0756,30.5375
300.228,30.4365
300.3804,33.7085
300.5328,33.9214
300.6852,35.2552
300.8376,35.1397
300.99,34.8912
301.1424,34.0684
301.2948,33.4235
301.4472,32.6739
301.5996,32.2072
301.752,30.0494
301.9044,29.6733
302.0568,29.6369
302.2092,30.6353
302.3616,30.8867
302.514,30.2885
302.6664,30.6689
302.8188,33.8258
302.9712,36.6968
303.1236,38.2053
303.276,36.1781
303.4284,35.1428
303.5808,34.6143
303.7332,33.9487
303.8856,34.2325
304.038,33.7327
304.1904,36.2159
304.3428,37.5608
304.4952,40.0294
304.6476,40.8024
304.8,41.8673
304.9524,44.1243
305.1048,45.7361
305.2572,45.9289
305.4096,45.7281
305.562,48.6798
305.7144,55.6061
305.8668,60.4151
306.0192,59.8517
306.1716,56.9926
306.324,54.4641
306.4764,53.6221
306.6288,51.8976
306.7812,49.2643
306.9336,46.2477
307.086,43.7111
307.2384,44.7604
307.3908,48.1149
307.5432,48.0223
307.6956,46.0335
307.848,41.4365
308.0004,40.6305
308.1528,37.9829
308.3052,37.0713
308.4576,36.6848
308.61,36.5085
308.7624,35.6366
308.9148,32.7139
309.0672,30.1286
309.2196,28.3273
309.372,27.2741
309.5244,26.1996
309.6768,25.7619
309.8292,24.949
309.9816,25.1526
310.134,24.464
310.2864,24.9072
310.4388,24.8131
310.5912,24.8382
310.7436,25.3529
310.896,26.1321
311.0484,26.5491
311.2008,25.3146
311.3532,24.386
311.5056,23.1772
311.658,22.4158
311.8104,20.9376
311.9628,19.81
312.1152,21.0168
312.2676,23.2872
312.42,25.1146
312.5724,24.2814
312.7248,22.8551
312.8772,22.0194
313.0296,22.0439
313.182,20.8008
313.3344,21.1286
313.4868,21.642
313.6392,24.5485
313.7916,24.4218
313.944,23.4153
314.0964,22.9411
314.2488,24.6346
314.4012,25.8177
314.5536,24.9233
314.706,23.4567
314.8584,22.7172
315.0108,23.0988
315.1632,22.5217
315.3156,21.5833
315.468,21.2322
315.6204,23.5097
315.7728,25.7339
315.9252,27.1686
316.0776,27.4609
316.23,28.2012
316.3824,27.6207
316.5348,25.8057
316.6872,24.2438
316.8396,23.3228
316.992,24.6651
317.1444,25.1137
317.2968,24.3721
317.4492,23.0921
317.6016,21.4823
317.754,22.4251
317.9064,23.1444
318.0588,23.4762
318.2112,23.5103
318.3636,22.6517
318.516,22.2541
318.6684,21.2346
318.8208,20.5405
318.9732,21.0205
319.1256,20.2777
319.278,21.0631
319.4304,21.1033
319.5828,22.2565
319.7352,20.2765
319.8876,20.1379
320.04,19.8301
320.1924,19.9919
320.3448,19.6502
320.4972,19.193
320.6496,19.4212
320.802,19.2855
320.9544,19.1846
321.1068,18.6605
321.2592,20.085
321.4116,20.3495
321.564,21.6789
321.7164,20.1154
321.8688,20.2639
322.0212,19.8442
322.1736,20.6364
322.326,19.8311
322.4784,19.1836
322.6308,17.0853
322.7832,17.3646
322.9356,17.7959
323.088,18.3863
323.2404,18.8006
323.3928,19.4826
323.5452,20.6989
323.6976,20.6682
323.85,21.1124
324.0024,20.8962
324.1548,20.3131
324.3072,19.4538
324.4596,21.1226
324.612,23.3134
324.7644,23.412
324.9168,21.8356
325.0692,21.2147
325.2216,20.2447
325.374,20.1779
325.5264,19.929
325.6788,20.3756
325.8312,20.8105
325.9836,19.9015
326.136,20.6975
326.2884,19.4907
326.4408,20.2374
326.5932,21.0815
326.7456,23.4781
326.898,24.6094
327.0504,24.8974
327.2028,24.4776
327.3552,24.516
327.5076,24.7267
327.66,24.377
327.8124,25.5843
327.9648,24.5772
328.1172,24.7177
328.2696,22.6331
328.422,22.4877
328.5744,20.9792
328.7268,20.7411
328.8792,20.5978
329.0316,20.4637
329.184,20.6554
329.3364,20.5043
329.4888,22.7898
329.6412,22.0421
329.7936,22.669
329.946,21.2437
330.0984,21.962
330.2508,20.9859
330.4032,22.0315
330.5556,21.8306
330.708,23.8285
330.8604,23.4426
331.0128,22.4653
331.1652,21.8385
331.3176,22.4259
331.47,23.8705
331.6224,24.0023
331.7748,23.6969
331.9272,25.3198
332.0796,25.4763
332.232,25.7549
332.3844,25.6316
332.5368,24.2438
332.6892,23.4617
332.8416,21.6661
332.994,22.3273
333.1464,23.2838
333.2988,24.931
333.4512,23.3683
333.6036,22.8263
333.756,21.9402
333.9084,23.4394
334.0608,22.8738
334.2132,22.6131
334.3656,22.0134
334.518,20.8223
334.6704,20.8205
334.8228,20.3985
334.9752,21.5782
335.1276,21.2149
335.28,20.2508
335.4324,20.0495
335.5848,18.4196
335.7372,19.4952
335.8896,20.5266
336.042,20.8147
336.1944,22.6033
336.3468,21.5578
336.4992,22.557
336.6516,22.3234
336.804,23.1548
336.9564,23.9482
337.1088,23.7223
337.2612,23.8742
337.4136,22.5417
337.566,22.4662
337.7184,21.5603
337.8708,22.2862
338.0232,23.1458
338.1756,23.5622
338.328,24.3592
338.4804,22.532
338.6328,21.7591
338.7852,20.8743
338.9376,21.5344
339.09,22.9734
339.2424,22.31
339.3948,22.1495
339.5472,21.3089
339.6996,21.3615
339.852,21.2446
340.0044,21.2903
340.1568,21.8559
340.3092,21.5416
340.4616,21.5199
340.614,21.3277
340.7664,21.5529
340.9188,21.0347
341.0712,20.6926
341.2236,21.2422
341.376,21.7998
341.5284,23.0303
341.6808,21.6687
341.8332,21.3355
341.9856,19.8421
342.138,21.0159
342.2904,20.1291
342.4428,21.1925
342.5952,21.3583
342.7476,22.5045
342.9,22.7354
343.0524,23.0271
343.2048,23.0694
343.3572,22.4254
343.5096,21.9455
343.662,22.1491
343.8144,23.2777
343.9668,24.3059
344.1192,23.1384
344.2716,21.8621
344.424,20.0267
344.5764,21.0774
344.7288,20.7074
344.8812,20.9218
345.0336,20.5905
345.186,20.7057
345.3384,20.3703
345.4908,19.8871
345.6432,19.8989
345.7956,20.1838
345.948,21.06
346.1004,20.8752
346.2528,21.7416
346.4052,21.0416
346.5576,20.766
346.71,20.6619
346.8624,21.3136
347.0148,23.4268
347.1672,22.8952
347.3196,22.8013
347.472,22.5215
347.6244,21.9667
347.7768,22.035
347.9292,21.366
348.0816,22.2893
348.234,21.6956
348.3864,20.3343
348.5388,20.0117
348.6912,20.1742
348.8436,19.6659
348.996,17.9331
349.1484,16.9353
349.3008,17.8914
349.4532,20.094
349.6056,20.0611
349.758,20.3719
349.9104,19.8814
350.0628,20.8795
350.2152,21.7018
350.3676,23.3754
350.52,23.3553
350.6724,22.4533
350.8248,21.3124
350.9772,20.9496
351.1296,20.1987
351.282,17.9463
351.4344,17.3817
351.5868,18.1598
351.7392,18.5779
351.8916,18.554
352.044,19.0571
352.1964,21.7546
352.3488,22.4599
352.5012,21.3795
352.6536,19.9587
352.806,19.6648
352.9584,19.8553
353.1108,17.5225
353.2632,17.0346
353.4156,16.7222
353.568,18.0365
353.7204,19.2774
353.8728,20.2588
354.0252,21.4333
354.1776,20.0499
354.33,20.6831
354.4824,19.5453
354.6348,21.0878
354.7872,19.5264
354.9396,20.757
355.092,20.8668
355.2444,21.4599
355.3968,21.3343
355.5492,19.829
355.7016,19.4193
355.854,19.5239
356.0064,20.1917
356.1588,20.0149
356.3112,19.6491
356.4636,19.3156
356.616,19.3992
356.7684,18.8686
356.9208,19.3963
357.0732,19.9438
357.2256,20.2396
357.378,20.3468
357.5304,21.3762
357.6828,21.2612
357.8352,20.7372
357.9876,18.93
358.14,19.4278
358.2924,19.023
358.4448,19.7858
358.5972,19.2258
358.7496,18.8709
358.902,19.8398
359.0544,20.466
359.2068,22.0214
359.3592,21.187
359.5116,21.1741
359.664,21.4715
359.8164,22.8316
359.9688,22.1411
360.1212,21.3114
360.2736,20.2062
360.426,19.6934
360.5784,19.4253
360.7308,19.7181
360.8832,19.4249
361.0356,18.5105
361.188,16.8864
361.3404,18.074
361.4928,18.7756
361.6452,19.8654
361.7976,20.3722
361.95,21.2168
362.1024,20.3426
362.2548,19.4596
362.4072,17.8293
362.5596,17.7994
362.712,17.7909
362.8644,18.8382
363.0168,17.6607
363.1692,17.8109
363.3216,17.7609
363.474,18.2224
363.6264,16.6587
363.7788,17.3179
363.9312,19.4743
364.0836,20.9654
364.236,20.9032
364.3884,21.4705
364.5408,21.4916
364.6932,22.0303
364.8456,22.7507
364.998,23.4328
365.1504,23.406
365.3028,21.5884
365.4552,22.5579
365.6076,22.2808
365.76,23.4951
365.9124,22.3596
366.0648,22.8604
366.2172,21.9395
366.3696,22.9837
366.522,24.0659
366.6744,24.6646
366.8268,25.3252
366.9792,23.7408
367.1316,23.4367
367.284,22.5433
367.4364,22.8018
367.5888,23.5207
367.7412,22.8278
367.8936,23.2743
368.046,22.9937
368.1984,23.2172
368.3508,21.8564
368.5032,20.9913
368.6556,21.2768
368.808,22.0405
368.9604,23.1357
369.1128,22.4343
369.2652,22.0985
369.4176,19.9455
369.57,21.7131
369.7224,22.2189
369.8748,24.4776
370.0272,21.9223
370.1796,22.0009
370.332,21.1247
370.4844,22.446
370.6368,22.7912
370.7892,22.5002
370.9416,22.8025
371.094,23.1464
371.2464,22.5258
371.3988,21.5264
371.5512,19.6719
371.7036,19.9917
371.856,20.7153
372.0084,21.1307
372.1608,20.6387
372.3132,21.2788
372.4656,23.9873
372.618,26.3053
372.7704,27.6549
372.9228,25.6803
373.0752,25.1234
373.2276,23.7723
373.38,25.4984
373.5324,28.9013
373.6848,29.9891
373.8372,30.6203
373.9896,28.3803
374.142,28.6589
374.2944,27.8908
374.4468,28.7732
374.5992,30.0932
374.7516,29.1602
374.904,28.0525
375.0564,26.4846
375.2088,27.7598
375.3612,27.5068
375.5136,25.9353
375.666,23.5952
375.8184,23.8438
375.9708,24.874
376.1232,25.6201
376.2756,24.5454
376.428,23.0103
376.5804,23.7712
376.7328,24.1495
376.8852,24.5638
377.0376,23.1502
377.19,22.7354
377.3424,23.4574
377.4948,23.4215
377.6472,23.4913
377.7996,22.5136
377.952,22.379
378.1044,22.7271
378.2568,22.7583
378.4092,23.7521
378.5616,22.2352
378.714,22.524
378.8664,22.6433
379.0188,24.67
